"","ensembl_id","TH-A-Control","TH-A-Mutant","TH-B-Control","TH-B-Mutant","TH-C-Control","TH-C-Mutant","external_gene_id","gene_biotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"567","ENSMUSG00000004151",153.451014213628,52.352680088916,106.251633805905,43.9429035136649,112.339374601722,36.7869650821774,"Etv1","protein_coding",84.1874285510021,-1.47797054389172,0.261300196961962,-5.65621672342969,1.54746047570543e-08,7.31904591852219e-06
"1492","ENSMUSG00000017724",1.95478998998252,30.539063385201,9.08133622272692,51.6329116285562,4.49357498406888,56.2023077644376,"Etv4","protein_coding",25.6506639958289,3.12886058302448,0.554557736568002,5.64208264839671,1.68005412107954e-08,7.72544886676407e-06
"5381","ENSMUSG00000028370",259.009673672684,144.842414912668,292.419026371807,125.237275013945,351.62224250339,187.000405834402,"Pappa","protein_coding",226.688506384816,-0.979597833964275,0.176016373508375,-5.56537902945525,2.61583199399626e-08,1.17033737374633e-05
"995","ENSMUSG00000008999",96.7621045041346,41.8821440711328,86.2726941159057,25.2671695203573,184.236574346824,39.8525455056921,"Bmp7","protein_coding",79.0455386773411,-1.76559339012486,0.318698654273975,-5.54000892833089,3.02456226041871e-08,1.27415723587246e-05
"9780","ENSMUSG00000041046",26.389664864764,64.5683054429964,29.9684095349988,99.9701054935876,34.8252061265338,173.716223999171,"Ramp3","protein_coding",71.5729859103419,1.89150497000025,0.341618286218135,5.53689613907982,3.07878998640197e-08,1.27415723587246e-05
"12817","ENSMUSG00000060961",108.49084444403,40.1370547348356,95.3540303386326,50.5343390407146,159.521911934445,20.4372028234319,"Slc4a4","protein_coding",79.0792305526816,-1.70767524243951,0.308114506646598,-5.5423396354336,2.98456697419832e-08,1.27415723587246e-05
"8973","ENSMUSG00000038418",1115.20768928503,794.888192683375,1026.19099316814,734.945061266045,1437.94399490204,807.269511525559,"Egr1","protein_coding",986.074240471698,-0.612638637928287,0.111104858642035,-5.51405802965043,3.50652897640722e-08,1.41578245549866e-05
"3469","ENSMUSG00000024008",58.6436996994755,126.518976881547,58.1205518254523,125.237275013945,69.6504122530677,288.164559810389,"Cpne5","protein_coding",121.055912580646,1.53577162075201,0.287589248661881,5.34015658755594,9.28663339387422e-08,3.66026021909985e-05
"3335","ENSMUSG00000023067",109.468239439021,260.018311108283,83.5482932490876,194.447348047967,156.151730696394,344.366867574827,"Cdkn1a","protein_coding",191.333465019263,1.2021195957466,0.226601132258098,5.30500259979898,1.12671390360784e-07,4.33758650240098e-05
"3725","ENSMUSG00000024565",182.772864063365,119.538619536358,284.245823771352,103.265823257112,211.198024251238,108.317174964189,"Sall3","protein_coding",168.223054973936,-1.0341540950469,0.195954396641241,-5.27752432592905,1.3094082674939e-07,4.88094064629636e-05
"11437","ENSMUSG00000050069",204.275553953173,124.77388754525,249.73674612499,137.321573480203,247.146624123789,108.317174964189,"Grem2","protein_coding",178.595260031932,-0.921344134942605,0.174659020746326,-5.27510191575368,1.32682330000807e-07,4.88094064629636e-05
"542","ENSMUSG00000003949",512.15497737542,180.61674630676,465.872548225891,215.320227216958,314.550248884822,281.011538822188,"Hlf","protein_coding",328.254381138673,-0.937685570981278,0.18071645360292,-5.1887116656329,2.11753975167971e-07,7.62038109767519e-05
"3","ENSMUSG00000000031",170.066729128479,65.440850111145,192.524327921811,53.8300568042395,105.599012125619,73.5739301643547,"H19","lincRNA",110.172484375941,-1.28222841274649,0.248876665387993,-5.15206361652076,2.57635602704059e-07,9.07425482375105e-05
"8311","ENSMUSG00000036198",181.795469068374,58.4604927659562,136.220043340904,76.9000811489135,274.108074028202,103.207874258331,"Arhgap36","protein_coding",138.448672435113,-1.31165352603501,0.256757732813015,-5.10852589195522,3.24681918148328e-07,0.000111974676521405
"6408","ENSMUSG00000030616",51.8019347345367,26.176340044458,79.9157587599969,19.7743065811492,101.10543714155,21.4590629646035,"Sytl2","protein_coding",50.0388067043824,-1.77754537645181,0.348458264551455,-5.10117152405586,3.37557465029265e-07,0.00011403931175703
"5078","ENSMUSG00000027684",1061.45096456051,629.977250403289,1117.00435539541,738.24077902957,1195.29094576232,907.411805360375,"Mecom","protein_coding",941.562683418579,-0.569234316155094,0.112550416166836,-5.0575940591042,4.24579027948912e-07,0.000135163100551275
"10796","ENSMUSG00000046182",339.156063261967,148.332593585262,331.468772129532,164.785888176243,230.29571793353,180.869244987372,"Gsg1l","protein_coding",232.484713345651,-0.872137124909727,0.172334349523728,-5.06072716971405,4.17660503478953e-07,0.000135163100551275
"12687","ENSMUSG00000059857",556.137752150026,414.458717370585,599.368190699976,319.684623061912,698.750910022711,438.378000562614,"Ntng1","protein_coding",504.463032311304,-0.65761849229355,0.129989956381045,-5.05899463775374,4.21472717007851e-07,0.000135163100551275
"12943","ENSMUSG00000062151",370.432703101687,501.713184185445,353.263979064077,553.680584272177,262.87413656803,500.711469174081,"Unc13c","protein_coding",423.779342727583,0.652899671862574,0.131984497397328,4.94679060599881,7.54470588522286e-07,0.000235651058913168
"13466","ENSMUSG00000066800",869.88154554222,1302.70918954586,1082.49527774905,1280.93563742333,830.187978306726,1294.69679886441,"Rnasel","protein_coding",1110.1510712386,0.477113505777447,0.0967520654031876,4.93130047187322,8.16839751756178e-07,0.000250406763899477
"10324","ENSMUSG00000043410",333.291693292019,160.548218939342,272.440086681807,162.58874300056,266.244317806081,188.022265975573,"Hfm1","protein_coding",230.522554282564,-0.772092365684491,0.157012080627861,-4.91740739054628,8.76979219455596e-07,0.000263954799979417
"7243","ENSMUSG00000032452",2079.8965493414,1473.72794450299,1937.04901630765,1402.87719467375,2168.14992981324,1750.44642182694,"Clstn2","protein_coding",1802.02450941099,-0.418177626035671,0.0861336623588684,-4.85498485241891,1.20395946221366e-06,0.000355899016740803
"7920","ENSMUSG00000034751",1978.24746986231,1749.45205963794,2038.75998200219,1347.94856528167,2049.07019273541,1239.51635124114,"Mast4","protein_coding",1733.83243679344,-0.482405365007298,0.100895861370018,-4.78122054221986,1.74234086857444e-06,0.000506012469094407
"2653","ENSMUSG00000021647",75.2594146143269,27.9214293807552,56.3042845809069,23.0700243446741,88.7481059353605,22.4809231057751,"Cartpt","protein_coding",48.9640303269664,-1.57412147481474,0.331109270266187,-4.75408457621637,1.99347579854478e-06,0.000559322006256107
"8038","ENSMUSG00000035168",120.219584383925,46.2448674118758,106.251633805905,28.5628872838822,69.6504122530677,34.7432447998342,"Tanc1","protein_coding",67.6121049897483,-1.42853727615907,0.300373443320001,-4.75587075997655,1.97592855047667e-06,0.000559322006256107
"6485","ENSMUSG00000030772",99.6942894891084,54.9703140933618,165.28031925363,54.9286293920811,132.560462030032,66.4209091761536,"Dkk3","protein_coding",95.6424872390611,-1.17534007366186,0.248539580523435,-4.72898550478979,2.25644490983011e-06,0.000622553150622127
"3264","ENSMUSG00000022894",131.94832432382,257.400677103837,145.301379563631,253.770267791415,84.2545309512916,191.087846399088,"Adamts5","protein_coding",177.293837688847,0.951462780308761,0.203142276615968,4.68372608675379,2.81706409234935e-06,0.000764486540733625
"10054","ENSMUSG00000042195",230.665218817937,88.9995561511572,183.442991699084,88.9843796151713,185.359968092841,132.841818352307,"Slc35f2","protein_coding",151.71565545475,-0.949613568365956,0.203159344075083,-4.67423033230016,2.95058044415508e-06,0.000787804978589406
"11110","ENSMUSG00000048015",152.473619218636,105.577904845981,231.574073679536,136.223000892361,338.141517551184,87.879972140757,"Neurod4","protein_coding",175.311681388076,-1.13057141613095,0.242158186394413,-4.6687309356106,3.03065980723328e-06,0.000796341943633964
"2352","ENSMUSG00000020961",253.145303702736,129.136610885993,210.687000367264,123.040129838262,260.627349075995,161.453902305112,"Ston2","protein_coding",189.681716029227,-0.806815426992625,0.173364574545164,-4.65386558418507,3.25769213229296e-06,0.000842622430593402
"9253","ENSMUSG00000039239",522.906322320323,380.42947531279,557.594044075433,298.811743892921,510.020760691818,391.37243406872,"Tgfb2","protein_coding",443.522463393668,-0.56922060876761,0.122864498521871,-4.63291362123032,3.60555004150724e-06,0.000917783513520377
"11308","ENSMUSG00000049252",450.57909269097,666.62412646553,473.137617204072,551.483439096494,353.869029995425,713.258378537772,"Lrp1b","protein_coding",534.825280665044,0.594310019406527,0.128364620982696,4.62985840535175,3.65915862585145e-06,0.000917783513520377
"7","ENSMUSG00000000078",2271.46596835969,1954.50005665286,2145.0116158081,1587.43738943114,2363.62044162023,1646.21668742744,"Klf6","protein_coding",1994.70869321658,-0.384217733926071,0.0830831600479211,-4.62449591113843,3.75510492386151e-06,0.00092779114790453
"2288","ENSMUSG00000020846",148.564039238671,80.2741094696712,154.382715786358,63.7172100948141,139.300824506135,81.7488112937275,"Fam101b","protein_coding",111.331285064896,-0.96755308584234,0.210137560276145,-4.60437955295029,4.13697363895982e-06,0.00100710972969619
"11942","ENSMUSG00000053626",44.9601697695979,24.4312507081608,57.2124182031796,18.6757339933076,137.054037014101,22.4809231057751,"Tll1","protein_coding",50.8024221323536,-1.8547912354795,0.404648054832773,-4.5837146955915,4.56787403510175e-06,0.00109589256198658
"11816","ENSMUSG00000052684",1693.82552631985,1288.74847485548,1541.10275699676,1299.61137141664,2159.1627798451,1320.2433023937,"Jun","protein_coding",1550.44903530459,-0.463363292575232,0.101359430261519,-4.57148675145175,4.84275912717628e-06,0.00114524335130394
"11773","ENSMUSG00000052397",275.625388587535,130.88170022229,354.17211268635,183.461622169551,278.601649012271,207.437608657833,"Ezr","protein_coding",238.363346889305,-0.806467321466605,0.177703303897586,-4.53827983936297,5.67149658835889e-06,0.00132233738765765
"9795","ENSMUSG00000041124",1034.08390470075,865.564310803411,1186.02251068814,845.900892638049,1340.20873899854,911.499245925061,"Msantd4","protein_coding",1030.54660062566,-0.439591964496437,0.0970637168963973,-4.52890099980041,5.92912695354768e-06,0.0013445310628634
"10698","ENSMUSG00000045591",51.8019347345367,17.450893362972,66.2937544259065,15.3800162297827,48.3059310787405,18.3934825410887,"Olig3","protein_coding",36.2710020621712,-1.70074291073124,0.375484850946364,-4.529458129788,5.91351512296956e-06,0.0013445310628634
"2884","ENSMUSG00000022114",355.771778176818,236.459605068271,339.641974729987,226.305953095374,365.102967455597,243.202713598839,"Spry2","protein_coding",294.414165354148,-0.585645531028742,0.1302038073932,-4.4979140222848,6.86234361331455e-06,0.0015351248131731
"11637","ENSMUSG00000051339",61.5758846844493,27.9214293807552,78.0994915154515,17.5771614054659,93.2416809194293,36.7869650821774,"2900026A02Rik","protein_coding",52.5337688312881,-1.49300364681157,0.332910827343095,-4.48469537241242,7.30181760595441e-06,0.00161165718198626
"16797","ENSMUSG00000090061",2122.90192912101,1728.51098760238,2236.73311165764,1952.16348859456,2666.93675304488,1587.97065938066,"Nwd2","protein_coding",2049.20282156686,-0.415083134517136,0.0927633516530336,-4.47464572075497,7.65381131809689e-06,0.00166712095473389
"13176","ENSMUSG00000064181",667.56078157903,494.732826840256,717.425561595426,480.076220886789,675.15964135635,538.52029439743,"Rab3ip","protein_coding",595.579221109213,-0.445505693400876,0.0996722533536866,-4.46970624633117,7.83270978854136e-06,0.00168393088103264
"564","ENSMUSG00000004110",2108.24100419615,1132.56297925688,1977.91502930992,753.620795259352,2333.28881047777,1293.67493872324,"Cacna1e","protein_coding",1599.88392620388,-1.01298397975394,0.227761622770849,-4.44756218115422,8.68503222376481e-06,0.00184323106964362
"11863","ENSMUSG00000053024",1046.79003963564,698.908279187029,1063.42447168132,794.267981009492,895.344815575725,751.067203761121,"Cntn2","protein_coding",874.967131808388,-0.424264346741369,0.0955927233918616,-4.43824939480163,9.06934983917029e-06,0.00190043059794462
"7062","ENSMUSG00000032076",2064.25822942154,1653.4721461416,2004.25090435583,1640.16887364754,2519.77217231663,1773.94920507389,"Cadm1","protein_coding",1942.6452551595,-0.377526735976288,0.0866113327709857,-4.35886071600503,1.3074128624663e-05,0.0027053640656584
"2922","ENSMUSG00000022206",58.6436996994755,21.813616703715,81.7320260045422,13.1828710540995,50.5527185707749,28.6120839528046,"Npr3","protein_coding",42.4228359975686,-1.58391269542423,0.371083864548198,-4.26834159807156,1.96931594750572e-05,0.00402469829568021
"5101","ENSMUSG00000027750",26.389664864764,8.725446681486,38.1416121354531,9.8871532905746,41.5655686026372,5.10930070585797,"Postn","protein_coding",21.6364577134621,-2.15960987380966,0.511469889639177,-4.22235974698958,2.41757835304528e-05,0.00488056000686727
"5907","ENSMUSG00000029403",164.202359158531,86.3819221467114,160.739651142266,71.4072182097054,157.275124442411,107.295314823017,"Cdkl2","protein_coding",124.550264987107,-0.861806795525621,0.205314627514735,-4.19749340783705,2.69885510821644e-05,0.00538275270619457
"12854","ENSMUSG00000061353",44.9601697695979,2.6176340044458,37.2334785131804,9.8871532905746,24.7146624123789,10.2186014117159,"Cxcl12","protein_coding",21.6052832336489,-2.26867097451404,0.544474390808573,-4.16671750372858,3.09017047495813e-05,0.00608984310029249
"2181","ENSMUSG00000020653",582.52741701479,472.919210136541,570.30791478725,409.767575264925,703.24448500678,452.684042539016,"Klf11","protein_coding",531.90844079155,-0.471196524429529,0.114943490751741,-4.09937545264948,4.14266529538663e-05,0.00806796250586238
"8227","ENSMUSG00000035864",2539.27219698729,2820.93691212442,2390.20769382172,2857.38730097606,2271.50215444682,3011.42183603269,"Syt1","protein_coding",2648.45468239817,0.27050094051187,0.0663228132022986,4.07855046327399,4.53173666083738e-05,0.0087230661259886
"13722","ENSMUSG00000070342",153.451014213628,216.391077700853,100.802832072269,204.334501338542,94.3650746654466,191.087846399088,"Gm10287","lincRNA",160.072057731638,0.809912761930922,0.199132969006786,4.0671957334364,4.7582275222542e-05,0.00905375843717196
"9303","ENSMUSG00000039457",48.8697497495629,23.5587060400122,72.6506897818153,27.4643146960405,69.6504122530677,22.4809231057751,"Ppl","protein_coding",44.1124659377123,-1.38164627790262,0.340142789690458,-4.06195962336866,4.86624951684273e-05,0.00915407892066074
"3665","ENSMUSG00000024427",15.6383199198601,55.8428587615104,24.5196078013627,47.2386212771897,14.6041186982239,55.180447623266,"Spry4","protein_coding",35.5039956802355,1.52148364291838,0.379392780552844,4.01031258607848,6.0638415927491e-05,0.0112787453625133
"4996","ENSMUSG00000027508",946.118355151538,755.623682616688,919.031225739964,709.677891745688,1025.65849011372,788.87602898447,"Pag1","protein_coding",857.497612392012,-0.357209714056509,0.0891959399595706,-4.00477548886665,6.20764097363024e-05,0.0114179209641639
"8680","ENSMUSG00000037533",2813.92019057983,2187.46948304854,2876.05918173761,2205.93375638598,3083.71583281727,2649.68334605794,"Rapgef6","protein_coding",2636.13029843786,-0.316901289386197,0.0793875480539618,-3.99182613841142,6.55664370506584e-05,0.0119273274608417
"12532","ENSMUSG00000058420",72.3272296293531,52.352680088916,107.159767428178,39.5486131622984,119.079737077825,47.0055664938933,"Syt17","protein_coding",72.912265646744,-1.09649037583868,0.277049238039861,-3.95774550255546,7.56605076372972e-05,0.0136139569937806
"15652","ENSMUSG00000085057",155.40580420361,258.273221771986,178.90232358772,320.783195649754,206.704449267169,261.596196139928,"Gm13415","processed_transcript",230.277531770028,0.636532183388933,0.161436016217646,3.94293787905895,8.04895093792135e-05,0.0143271326695
"6642","ENSMUSG00000031207",515.087162360393,301.900455179416,504.014160361344,319.684623061912,604.385835357265,463.924504091903,"Msn","protein_coding",451.499456735372,-0.580810710511596,0.147522936534172,-3.93708750758943,8.24765368430731e-05,0.014524644584045
"638","ENSMUSG00000004891",529.748087285262,409.223449361693,711.97675986179,437.231889960965,551.586329294455,438.378000562614,"Nes","protein_coding",513.024086054463,-0.48371831015568,0.123634946156115,-3.91247236477043,9.13559953095059e-05,0.0159190225931954
"5072","ENSMUSG00000027674",150.518829228654,204.175452346772,144.393245941358,209.82736427775,92.1182871734121,241.158993316496,"Pex5l","protein_coding",173.69869538074,0.752368474882541,0.192682661261582,3.90470252983033,9.43413568041261e-05,0.0162679877139115
"673","ENSMUSG00000005148",60.598489689458,19.1959826992692,54.4880173363615,21.9714517568324,57.2930810468783,26.5683636704614,"Klf5","protein_coding",40.0192310332101,-1.35180976051111,0.346500143037011,-3.90132525967448,9.56675063915589e-05,0.0163265969155244
"10702","ENSMUSG00000045613",273.670598597552,132.626789558587,173.453521854084,85.6886618516465,164.015486918514,116.492056093562,"Chrm2","protein_coding",157.657852478991,-0.864196349332089,0.223652668061126,-3.86401090952288,0.00011154023650933,0.0188411946446475
"1040","ENSMUSG00000009734",231.642613812928,333.312063232765,195.248728788629,249.375977440048,183.113180600807,360.716629833572,"Pou6f2","protein_coding",258.901532284792,0.629769169494281,0.163676320915751,3.84764983701241,0.000119256340269521,0.019941105624461
"5095","ENSMUSG00000027737",13.6835299298776,41.8821440711328,18.1626724454538,59.3229197434476,4.49357498406888,30.6558042351478,"Slc7a11","protein_coding",28.0334409015214,1.83197900905703,0.47926292032644,3.82249268900089,0.000132109396713926,0.0214405779725718
"5368","ENSMUSG00000028341",127.061349348864,89.8721008193058,209.778866744992,85.6886618516465,160.645305680463,103.207874258331,"Nr4a3","protein_coding",129.375693117267,-0.83757539780297,0.218952319857644,-3.82537804736454,0.000130571559673139,0.0214405779725718
"16195","ENSMUSG00000086904",36.1636148146766,21.813616703715,53.5798837140888,18.6757339933076,78.6375622212055,19.4153426822603,"Gm13404","lincRNA",38.0476256882089,-1.48172729047096,0.389256292474318,-3.8065596346621,0.00014091332637392,0.0226473709203288
"2290","ENSMUSG00000020848",118.264794393942,57.5879480978076,96.2621639609053,40.64718575014,123.573312061894,72.5520700231831,"Doc2b","protein_coding",84.8145790479788,-0.979206503216279,0.257829338204468,-3.79788626862833,0.000145935251611741,0.0231894891418732
"12377","ENSMUSG00000057098",1833.5930106036,1470.23776583039,1897.09113692765,1599.5216878974,2046.82340524338,1663.58830982735,"Ebf1","protein_coding",1751.8092193883,-0.287794210826187,0.0758164243025305,-3.79593489766545,0.000147088097130402,0.0231894891418732
"14252","ENSMUSG00000075015",25.4122698697727,27.0488847126066,104.43536656136,19.7743065811492,92.1182871734121,25.5465035292898,"Gm10801","protein_coding",49.0559364045983,-1.61211420220211,0.425051204674754,-3.79275293063969,0.000148986373453117,0.0232671738315368
"6203","ENSMUSG00000030104",419.30245285125,350.762956595737,443.169207669074,327.374631176803,526.871666882077,324.951524892567,"Edem1","protein_coding",398.738740011251,-0.466615172759136,0.124272899533862,-3.75476209623637,0.000173506201123207,0.0268431930223697
"17067","ENSMUSG00000092083",416.370267866276,287.939740489038,434.996005068619,274.643146960405,365.102967455597,312.689203198508,"Kcnb2","protein_coding",348.623555173074,-0.47662690536024,0.127397599603507,-3.74125499101728,0.000183103627201575,0.0280657170805081
"13698","ENSMUSG00000070047",2197.18394874035,2454.46815150201,2105.0537364281,2500.35120992753,1852.4762871824,2483.12014304697,"Fat1","protein_coding",2265.44224613789,0.272143751810863,0.0729031019923215,3.73295160800601,0.000189248964686718,0.0287415354259076
"12771","ENSMUSG00000060548",151.496224223645,75.0388414607796,190.708060677265,101.068678081429,138.177430760118,103.207874258331,"Tnfrsf19","protein_coding",126.616184910261,-0.790934113840132,0.212861627084645,-3.71571957178366,0.000202626215881725,0.0304934034336915
